Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
22/12/16;TeleVenda;Mindscape;200;R$ 12.156,74;20984
22/12/16;Telégrafo;Mindscape;55;R$ 3.952,82;6869
22/12/16;TeleVenda;Arena;1489;R$ 57.670,85;219796
22/12/16;Porta a Porta;Arena;726;R$ 33.714,88;107010
22/12/16;TeleVenda;Arena;195;R$ 14.502,33;30453
22/12/16;Porta a Porta;Mindscape;754;R$ 27.325,65;87697
22/12/16;Telégrafo;Ellipsis;43;R$ 2.182,84;2541
22/12/16;Porta a Porta;Ellipsis;648;R$ 19.557,73;35279
23/12/16;Porta a Porta;Arena;675;R$ 29.915,82;97680
23/12/16;Porta a Porta;Ellipsis;598;R$ 17.567,18;32420
23/12/16;TeleVenda;Ellipsis;1223;R$ 34.924,43;69375
23/12/16;TeleVenda;Arena;201;R$ 14.121,91;30026
23/12/16;Telégrafo;Arena;88;R$ 6.445,81;12539
23/12/16;Telégrafo;Mindscape;53;R$ 4.332,90;6751
23/12/16;Porta a Porta;Vast;885;R$ 21.649,09;39909
23/12/16;TeleVenda;Vast;305;R$ 18.941,11;15023
23/12/16;TeleVenda;Mindscape;1246;R$ 47.650,66;152846
23/12/16;TeleVenda;Ellipsis;238;R$ 15.329,00;14209
23/12/16;Telégrafo;Vast;49;R$ 2.232,91;2227
23/12/16;TeleVenda;Arena;1584;R$ 60.319,92;233870
23/12/16;Telégrafo;Ellipsis;35;R$ 1.839,41;1857
23/12/16;Porta a Porta;Mindscape;694;R$ 25.339,62;80304
23/12/16;TeleVenda;Mindscape;177;R$ 9.604,29;18086
23/12/16;TeleVenda;Vast;1657;R$ 46.816,99;75616
24/12/16;TeleVenda;Mindscape;1221;R$ 45.615,86;144135
24/12/16;Telégrafo;Vast;75;R$ 6.644,53;3244
24/12/16;TeleVenda;Vast;1699;R$ 46.747,76;78872
24/12/16;TeleVenda;Arena;1446;R$ 56.081,09;212236
24/12/16;TeleVenda;Mindscape;150;R$ 8.867,44;16815
24/12/16;Porta a Porta;Ellipsis;629;R$ 18.221,43;34400
24/12/16;Porta a Porta;Arena;663;R$ 30.039,96;93445
24/12/16;TeleVenda;Vast;297;R$ 17.898,20;14387
24/12/16;TeleVenda;Ellipsis;216;R$ 12.684,49;13069
24/12/16;TeleVenda;Arena;186;R$ 14.147,79;29776
24/12/16;Telégrafo;Arena;90;R$ 6.840,34;12316
24/12/16;Telégrafo;Ellipsis;62;R$ 4.370,20;3538
24/12/16;Porta a Porta;Vast;977;R$ 23.020,60;46620
24/12/16;Porta a Porta;Mindscape;698;R$ 24.465,54;80830
24/12/16;TeleVenda;Ellipsis;1229;R$ 34.708,69;68691
24/12/16;Telégrafo;Mindscape;94;R$ 9.090,26;9103
25/12/16;Porta a Porta;Arena;706;R$ 30.504,42;97537
25/12/16;TeleVenda;Arena;195;R$ 14.005,25;29782
25/12/16;Telégrafo;Vast;118;R$ 10.661,92;5137
25/12/16;TeleVenda;Ellipsis;1343;R$ 39.008,32;74225
25/12/16;Telégrafo;Mindscape;77;R$ 6.264,25;9239
25/12/16;Porta a Porta;Ellipsis;556;R$ 16.382,83;29458
25/12/16;TeleVenda;Vast;286;R$ 18.072,06;13621
25/12/16;Telégrafo;Ellipsis;62;R$ 5.611,70;3479
25/12/16;Porta a Porta;Vast;869;R$ 21.519,40;40294
25/12/16;TeleVenda;Mindscape;153;R$ 9.141,23;18267
25/12/16;TeleVenda;Arena;1587;R$ 61.235,09;234021
25/12/16;TeleVenda;Ellipsis;224;R$ 12.645,79;13734
25/12/16;TeleVenda;Mindscape;1372;R$ 53.570,01;165093
25/12/16;Porta a Porta;Mindscape;661;R$ 24.283,26;76885
25/12/16;TeleVenda;Vast;1888;R$ 52.292,86;87565
25/12/16;Telégrafo;Arena;111;R$ 9.491,46;14524
26/12/16;TeleVenda;Arena;111;R$ 6.792,12;16882
26/12/16;TeleVenda;Mindscape;89;R$ 4.592,93;8877
26/12/16;TeleVenda;Arena;1412;R$ 32.495,82;209710
26/12/16;TeleVenda;Vast;1168;R$ 15.351,34;56907
26/12/16;Porta a Porta;Arena;681;R$ 24.863,18;92498
26/12/16;Porta a Porta;Mindscape;588;R$ 17.929,73;67473
26/12/16;Telégrafo;Ellipsis;70;R$ 7.143,21;3547
26/12/16;Telégrafo;Arena;166;R$ 16.874,01;25961
26/12/16;Telégrafo;Vast;124;R$ 13.870,64;5360
26/12/16;Porta a Porta;Ellipsis;480;R$ 11.608,69;26288
26/12/16;TeleVenda;Mindscape;1085;R$ 21.603,17;133652
26/12/16;Telégrafo;Mindscape;146;R$ 26.307,30;22293
26/12/16;TeleVenda;Vast;117;R$ 6.000,48;5428
26/12/16;TeleVenda;Ellipsis;813;R$ 12.699,09;47813
26/12/16;TeleVenda;Ellipsis;97;R$ 5.596,02;5849
26/12/16;Porta a Porta;Vast;605;R$ 12.122,13;28333
27/12/16;TeleVenda;Ellipsis;78;R$ 4.675,50;4545
27/12/16;Porta a Porta;Mindscape;627;R$ 17.524,63;74813
27/12/16;Telégrafo;Ellipsis;181;R$ 31.304,12;8247
27/12/16;TeleVenda;Mindscape;52;R$ 2.854,98;5898
27/12/16;Telégrafo;Arena;95;R$ 9.274,43;13691
27/12/16;TeleVenda;Vast;100;R$ 5.829,07;4463
27/12/16;TeleVenda;Arena;80;R$ 5.352,76;12534
27/12/16;TeleVenda;Arena;907;R$ 19.614,15;134343
27/12/16;Telégrafo;Vast;161;R$ 19.457,50;8935
27/12/16;TeleVenda;Ellipsis;657;R$ 9.998,35;37838
27/12/16;Porta a Porta;Arena;601;R$ 21.201,71;82463
27/12/16;TeleVenda;Mindscape;732;R$ 13.354,92;90436
27/12/16;Telégrafo;Mindscape;52;R$ 3.517,09;6845
27/12/16;Porta a Porta;Vast;708;R$ 12.235,43;34198
27/12/16;Porta a Porta;Ellipsis;490;R$ 10.703,01;26592
27/12/16;TeleVenda;Vast;883;R$ 10.657,90;42555
28/12/16;TeleVenda;Arena;109;R$ 7.464,86;16501
28/12/16;Telégrafo;Arena;87;R$ 6.108,87;12157
28/12/16;TeleVenda;Ellipsis;759;R$ 13.103,75;42833
28/12/16;Porta a Porta;Ellipsis;525;R$ 11.689,93;28730
28/12/16;TeleVenda;Ellipsis;129;R$ 7.937,72;7734
28/12/16;Telégrafo;Vast;52;R$ 2.065,20;2515
28/12/16;Porta a Porta;Arena;567;R$ 21.150,07;78045
28/12/16;TeleVenda;Arena;977;R$ 23.335,80;143040
28/12/16;TeleVenda;Vast;1030;R$ 13.034,09;51249
28/12/16;TeleVenda;Vast;148;R$ 8.588,84;6881
28/12/16;TeleVenda;Mindscape;873;R$ 17.898,37;107387
28/12/16;Porta a Porta;Mindscape;672;R$ 19.431,61;81316
28/12/16;Telégrafo;Mindscape;51;R$ 2.942,21;6459
28/12/16;Porta a Porta;Vast;764;R$ 12.798,15;37176
28/12/16;TeleVenda;Mindscape;92;R$ 4.974,69;10745
28/12/16;Telégrafo;Ellipsis;43;R$ 2.218,60;2349
29/12/16;Porta a Porta;Arena;578;R$ 22.196,74;80906
29/12/16;Porta a Porta;Mindscape;649;R$ 17.983,01;75124
29/12/16;TeleVenda;Vast;1065;R$ 13.188,72;51358
29/12/16;Telégrafo;Vast;52;R$ 2.546,19;2394
29/12/16;Porta a Porta;Ellipsis;551;R$ 12.475,78;29825
29/12/16;TeleVenda;Ellipsis;123;R$ 7.476,86;7507
29/12/16;Telégrafo;Arena;61;R$ 3.660,27;7877
29/12/16;TeleVenda;Arena;113;R$ 7.674,60;17303
29/12/16;Telégrafo;Mindscape;52;R$ 2.802,18;5280
29/12/16;TeleVenda;Mindscape;80;R$ 4.925,32;9749
29/12/16;TeleVenda;Vast;146;R$ 9.389,09;6934
29/12/16;TeleVenda;Arena;960;R$ 23.199,35;142255
29/12/16;TeleVenda;Ellipsis;793;R$ 13.544,97;44986
29/12/16;TeleVenda;Mindscape;837;R$ 16.612,50;100534
29/12/16;Porta a Porta;Vast;800;R$ 13.185,54;38841
29/12/16;Telégrafo;Ellipsis;35;R$ 1.397,31;1912
30/12/16;Porta a Porta;Arena;762;R$ 30.969,16;110790
30/12/16;TeleVenda;Ellipsis;1202;R$ 30.332,03;66301
30/12/16;TeleVenda;Vast;249;R$ 16.328,87;11879
30/12/16;TeleVenda;Mindscape;1253;R$ 35.869,50;147232
30/12/16;Telégrafo;Vast;48;R$ 1.624,60;2117
30/12/16;TeleVenda;Vast;1642;R$ 33.988,84;79345
30/12/16;TeleVenda;Arena;1602;R$ 47.212,42;243332
30/12/16;Telégrafo;Mindscape;83;R$ 7.110,02;10257
30/12/16;Porta a Porta;Mindscape;845;R$ 25.335,10;96507
30/12/16;TeleVenda;Arena;146;R$ 10.017,90;22057
30/12/16;Telégrafo;Arena;93;R$ 5.452,61;13638
30/12/16;TeleVenda;Mindscape;159;R$ 8.116,15;16521
30/12/16;Telégrafo;Ellipsis;42;R$ 2.173,64;2515
30/12/16;Porta a Porta;Vast;1116;R$ 21.629,02;51732
30/12/16;TeleVenda;Ellipsis;242;R$ 14.990,98;14083
30/12/16;Porta a Porta;Ellipsis;784;R$ 20.257,06;42030
31/12/16;Telégrafo;Ellipsis;37;R$ 1.801,11;2213
31/12/16;Porta a Porta;Arena;775;R$ 33.737,57;115695
31/12/16;TeleVenda;Mindscape;1402;R$ 52.366,28;171180
31/12/16;TeleVenda;Arena;1669;R$ 63.411,62;254174
31/12/16;TeleVenda;Ellipsis;258;R$ 15.484,43;14775
31/12/16;TeleVenda;Mindscape;185;R$ 10.714,35;19169
31/12/16;Telégrafo;Vast;67;R$ 2.495,11;3060
31/12/16;Telégrafo;Arena;114;R$ 6.072,02;16498
31/12/16;TeleVenda;Arena;168;R$ 11.647,48;25130
31/12/16;Porta a Porta;Ellipsis;658;R$ 19.222,81;35366
31/12/16;Telégrafo;Mindscape;89;R$ 4.974,96;11185
31/12/16;Porta a Porta;Vast;1120;R$ 27.000,82;51051
31/12/16;TeleVenda;Ellipsis;1288;R$ 39.374,44;72093
31/12/16;TeleVenda;Vast;329;R$ 20.714,47;16401
31/12/16;Porta a Porta;Mindscape;824;R$ 28.052,90;95587
31/12/16;TeleVenda;Vast;1923;R$ 56.493,41;87914
01/01/17;TeleVenda;Arena;1996;R$ 74.773,51;306588
01/01/17;Porta a Porta;Ellipsis;751;R$ 22.222,76;41005
01/01/17;TeleVenda;Ellipsis;254;R$ 16.026,95;14916
01/01/17;Telégrafo;Vast;85;R$ 3.245,59;4192
01/01/17;Porta a Porta;Vast;1054;R$ 25.780,92;47702
01/01/17;Telégrafo;Ellipsis;59;R$ 3.569,59;3248
01/01/17;TeleVenda;Arena;202;R$ 13.863,86;30366
01/01/17;TeleVenda;Vast;2218;R$ 67.629,10;101675
01/01/17;Porta a Porta;Mindscape;910;R$ 30.674,23;106307
01/01/17;TeleVenda;Ellipsis;1485;R$ 46.501,60;81553
01/01/17;TeleVenda;Vast;303;R$ 17.919,26;14212
01/01/17;Telégrafo;Mindscape;90;R$ 6.450,07;12270
01/01/17;TeleVenda;Mindscape;172;R$ 10.308,55;19020
01/01/17;Telégrafo;Arena;110;R$ 6.555,35;16561
01/01/17;TeleVenda;Mindscape;1667;R$ 65.855,04;204001
01/01/17;Porta a Porta;Arena;994;R$ 39.900,22;148227
02/01/17;Telégrafo;Vast;70;R$ 2.556,90;3331
02/01/17;Telégrafo;Mindscape;59;R$ 3.468,25;7840
02/01/17;Porta a Porta;Ellipsis;842;R$ 19.092,04;46472
02/01/17;TeleVenda;Mindscape;122;R$ 5.817,61;12572
02/01/17;Porta a Porta;Vast;1164;R$ 23.334,07;57840
02/01/17;Porta a Porta;Mindscape;989;R$ 29.557,64;119963
02/01/17;TeleVenda;Arena;1659;R$ 48.403,07;252273
02/01/17;Telégrafo;Arena;100;R$ 4.910,70;15883
02/01/17;Telégrafo;Ellipsis;48;R$ 2.187,04;2495
02/01/17;TeleVenda;Mindscape;1237;R$ 31.957,25;154234
02/01/17;TeleVenda;Ellipsis;1028;R$ 20.357,69;58588
02/01/17;TeleVenda;Arena;129;R$ 7.771,93;19300
02/01/17;Porta a Porta;Arena;1118;R$ 39.349,85;165250
02/01/17;TeleVenda;Ellipsis;125;R$ 7.222,06;8129
02/01/17;TeleVenda;Vast;159;R$ 7.623,33;7339
02/01/17;TeleVenda;Vast;1304;R$ 23.793,36;64494
03/01/17;TeleVenda;Mindscape;81;R$ 3.523,22;8058
03/01/17;TeleVenda;Ellipsis;96;R$ 4.537,30;5617
03/01/17;Porta a Porta;Arena;1194;R$ 43.286,96;175200
03/01/17;Porta a Porta;Ellipsis;1138;R$ 22.989,31;61451
03/01/17;Telégrafo;Mindscape;50;R$ 2.901,44;5969
03/01/17;TeleVenda;Arena;111;R$ 5.778,74;15977
03/01/17;TeleVenda;Vast;1221;R$ 20.736,16;59993
03/01/17;TeleVenda;Ellipsis;1059;R$ 19.032,21;60095
03/01/17;Telégrafo;Vast;72;R$ 2.120,41;3343
03/01/17;Telégrafo;Ellipsis;53;R$ 2.741,59;2993
03/01/17;TeleVenda;Vast;129;R$ 7.564,36;6141
03/01/17;Telégrafo;Arena;94;R$ 6.342,09;14626
03/01/17;TeleVenda;Arena;1328;R$ 38.690,90;199814
03/01/17;TeleVenda;Mindscape;988;R$ 24.159,40;119488
03/01/17;Porta a Porta;Vast;1435;R$ 26.603,40;71793
03/01/17;Porta a Porta;Mindscape;1090;R$ 31.717,53;127866
04/01/17;TeleVenda;Mindscape;183;R$ 10.733,99;20341
04/01/17;Telégrafo;Vast;99;R$ 6.975,35;4496
04/01/17;TeleVenda;Ellipsis;1649;R$ 46.329,00;89902
04/01/17;TeleVenda;Vast;336;R$ 19.512,76;16678
04/01/17;Telégrafo;Mindscape;73;R$ 5.449,41;9140
04/01/17;Porta a Porta;Mindscape;1143;R$ 37.753,56;133857
04/01/17;Porta a Porta;Ellipsis;1143;R$ 29.234,78;60296
04/01/17;TeleVenda;Mindscape;1817;R$ 68.063,81;222745
04/01/17;TeleVenda;Ellipsis;271;R$ 15.597,48;15791
04/01/17;Porta a Porta;Vast;1487;R$ 35.776,39;70649
04/01/17;TeleVenda;Vast;2410;R$ 68.902,55;111964
04/01/17;Telégrafo;Ellipsis;71;R$ 4.522,06;3909
04/01/17;TeleVenda;Arena;234;R$ 14.302,67;35961
04/01/17;Porta a Porta;Arena;1195;R$ 48.178,69;169972
04/01/17;TeleVenda;Arena;2071;R$ 74.296,09;307220
04/01/17;Telégrafo;Arena;125;R$ 7.442,16;18836
05/01/17;TeleVenda;Arena;258;R$ 16.155,68;38086
05/01/17;TeleVenda;Mindscape;1717;R$ 65.875,30;210392
05/01/17;Porta a Porta;Vast;1269;R$ 33.013,78;59539
05/01/17;TeleVenda;Ellipsis;309;R$ 18.187,19;18020
05/01/17;Porta a Porta;Mindscape;959;R$ 34.464,23;116688
05/01/17;TeleVenda;Mindscape;200;R$ 10.709,27;20612
05/01/17;Telégrafo;Arena;145;R$ 7.821,18;20744
05/01/17;TeleVenda;Arena;2301;R$ 79.772,27;345391
05/01/17;TeleVenda;Vast;2213;R$ 66.928,42;101896
05/01/17;Telégrafo;Vast;76;R$ 3.759,64;3468
05/01/17;Telégrafo;Mindscape;83;R$ 5.755,32;11936
05/01/17;Porta a Porta;Arena;1322;R$ 50.925,73;189331
05/01/17;TeleVenda;Ellipsis;1460;R$ 44.196,05;81158
05/01/17;TeleVenda;Vast;355;R$ 21.390,85;17546
05/01/17;Porta a Porta;Ellipsis;825;R$ 24.374,15;43649
05/01/17;Telégrafo;Ellipsis;50;R$ 2.667,18;2788
06/01/17;Porta a Porta;Arena;965;R$ 39.859,54;136250
06/01/17;TeleVenda;Mindscape;1654;R$ 58.094,95;196277
06/01/17;Telégrafo;Arena;128;R$ 7.622,83;18140
06/01/17;Porta a Porta;Mindscape;1169;R$ 36.249,06;128592
06/01/17;TeleVenda;Vast;325;R$ 19.295,19;15576
06/01/17;TeleVenda;Arena;1946;R$ 71.729,86;286641
06/01/17;TeleVenda;Ellipsis;1518;R$ 44.460,73;83970
06/01/17;TeleVenda;Vast;2163;R$ 64.681,98;100476
06/01/17;Telégrafo;Vast;114;R$ 7.643,80;5127
06/01/17;Telégrafo;Mindscape;64;R$ 3.551,10;7458
06/01/17;Telégrafo;Ellipsis;61;R$ 3.740,60;3551
06/01/17;TeleVenda;Mindscape;181;R$ 9.646,52;19474
06/01/17;TeleVenda;Arena;245;R$ 14.655,10;37607
06/01/17;TeleVenda;Ellipsis;329;R$ 19.344,55;20152
06/01/17;Porta a Porta;Vast;1328;R$ 32.587,59;63163
06/01/17;Porta a Porta;Ellipsis;787;R$ 23.191,62;41688
07/01/17;TeleVenda;Mindscape;171;R$ 9.734,10;19057
07/01/17;Porta a Porta;Vast;1407;R$ 32.548,49;67778
07/01/17;Porta a Porta;Mindscape;1351;R$ 39.984,74;143660
07/01/17;TeleVenda;Vast;2487;R$ 71.369,01;118488
07/01/17;Porta a Porta;Arena;1167;R$ 46.495,37;168862
07/01/17;Telégrafo;Vast;101;R$ 6.631,92;4722
07/01/17;Telégrafo;Mindscape;106;R$ 4.721,13;12410
07/01/17;TeleVenda;Arena;213;R$ 14.068,67;32562
07/01/17;Telégrafo;Ellipsis;59;R$ 2.804,66;3372
07/01/17;TeleVenda;Mindscape;1863;R$ 65.705,82;221022
07/01/17;Telégrafo;Arena;149;R$ 9.720,85;21183
07/01/17;TeleVenda;Arena;1988;R$ 73.393,34;294170
07/01/17;TeleVenda;Ellipsis;1478;R$ 43.331,34;82881
07/01/17;TeleVenda;Ellipsis;279;R$ 15.527,94;16078
07/01/17;Porta a Porta;Ellipsis;884;R$ 23.461,79;47037
07/01/17;TeleVenda;Vast;320;R$ 19.079,76;15538
08/01/17;TeleVenda;Vast;341;R$ 20.531,51;16322
08/01/17;TeleVenda;Mindscape;1806;R$ 66.249,26;213412
08/01/17;TeleVenda;Ellipsis;280;R$ 17.104,64;16738
08/01/17;Porta a Porta;Ellipsis;722;R$ 22.319,98;38587
08/01/17;TeleVenda;Arena;194;R$ 12.991,36;29330
08/01/17;Telégrafo;Arena;155;R$ 10.211,09;22448
08/01/17;TeleVenda;Ellipsis;1578;R$ 45.832,67;86860
08/01/17;TeleVenda;Arena;2423;R$ 89.992,82;357563
08/01/17;Porta a Porta;Arena;1090;R$ 45.401,18;157277
08/01/17;TeleVenda;Vast;2444;R$ 67.397,44;115394
08/01/17;Porta a Porta;Mindscape;1016;R$ 33.850,76;114554
08/01/17;TeleVenda;Mindscape;178;R$ 10.625,11;19879
08/01/17;Telégrafo;Ellipsis;79;R$ 5.987,16;3897
08/01/17;Porta a Porta;Vast;1104;R$ 28.211,81;53508
08/01/17;Telégrafo;Vast;64;R$ 2.839,96;3046
08/01/17;Telégrafo;Mindscape;74;R$ 4.636,81;9433
09/01/17;TeleVenda;Arena;128;R$ 7.343,77;19463
09/01/17;Telégrafo;Ellipsis;80;R$ 2.610,76;4218
09/01/17;Telégrafo;Vast;104;R$ 2.633,03;5416
09/01/17;TeleVenda;Mindscape;82;R$ 4.564,98;9514
09/01/17;Porta a Porta;Mindscape;2762;R$ 60.902,05;325101
09/01/17;Porta a Porta;Ellipsis;1813;R$ 31.636,73;96515
09/01/17;TeleVenda;Vast;4191;R$ 44.929,42;209750
09/01/17;TeleVenda;Ellipsis;122;R$ 6.347,42;7407
09/01/17;Porta a Porta;Vast;2930;R$ 43.787,35;143147
09/01/17;TeleVenda;Ellipsis;2651;R$ 33.750,76;152788
09/01/17;Telégrafo;Arena;163;R$ 9.389,27;23118
09/01/17;Telégrafo;Mindscape;117;R$ 4.720,24;15282
09/01/17;Porta a Porta;Arena;2493;R$ 82.137,89;349558
09/01/17;TeleVenda;Vast;154;R$ 8.154,97;7252
09/01/17;TeleVenda;Arena;4705;R$ 97.582,17;695824
09/01/17;TeleVenda;Mindscape;3752;R$ 60.661,91;459153
10/01/17;TeleVenda;Mindscape;103;R$ 5.247,70;11501
10/01/17;Porta a Porta;Arena;2602;R$ 83.078,25;359049
10/01/17;TeleVenda;Vast;3493;R$ 37.451,62;174054
10/01/17;Telégrafo;Mindscape;55;R$ 2.440,49;6771
10/01/17;TeleVenda;Mindscape;2731;R$ 43.889,60;332937
10/01/17;Telégrafo;Ellipsis;61;R$ 2.636,31;3492
10/01/17;Telégrafo;Vast;71;R$ 2.315,01;3520
10/01/17;Porta a Porta;Ellipsis;2189;R$ 38.551,57;117767
10/01/17;Porta a Porta;Vast;3077;R$ 47.023,06;153281
10/01/17;Telégrafo;Arena;94;R$ 4.537,04;13595
10/01/17;TeleVenda;Ellipsis;108;R$ 5.575,82;6282
10/01/17;Porta a Porta;Mindscape;2715;R$ 62.218,64;335449
10/01/17;TeleVenda;Arena;111;R$ 5.998,10;16598
10/01/17;TeleVenda;Arena;3563;R$ 72.523,52;520355
10/01/17;TeleVenda;Ellipsis;2360;R$ 29.927,53;133519
10/01/17;TeleVenda;Vast;127;R$ 6.012,25;6003
11/01/17;Porta a Porta;Vast;2514;R$ 48.143,87;124216
11/01/17;TeleVenda;Mindscape;3311;R$ 93.385,21;404981
11/01/17;TeleVenda;Ellipsis;323;R$ 19.601,81;19415
11/01/17;Telégrafo;Ellipsis;53;R$ 1.953,15;2990
11/01/17;TeleVenda;Arena;4026;R$ 121.142,26;600698
11/01/17;TeleVenda;Mindscape;212;R$ 12.387,68;23071
11/01/17;Porta a Porta;Mindscape;2189;R$ 59.918,83;259932
11/01/17;Porta a Porta;Ellipsis;1765;R$ 37.600,70;93905
11/01/17;TeleVenda;Arena;232;R$ 17.354,15;35723
11/01/17;TeleVenda;Ellipsis;2697;R$ 60.758,26;150054
11/01/17;Telégrafo;Vast;70;R$ 2.326,16;3475
11/01/17;Telégrafo;Mindscape;83;R$ 4.147,08;11523
11/01/17;TeleVenda;Vast;4038;R$ 84.880,75;194173
11/01/17;Telégrafo;Arena;144;R$ 6.705,77;20706
11/01/17;TeleVenda;Vast;373;R$ 24.137,35;18502
11/01/17;Porta a Porta;Arena;2268;R$ 80.311,51;320856
12/01/17;TeleVenda;Arena;1992;R$ 75.712,51;292278
12/01/17;TeleVenda;Ellipsis;1605;R$ 47.231,84;87942
12/01/17;Telégrafo;Vast;82;R$ 3.018,74;4217
12/01/17;TeleVenda;Mindscape;1767;R$ 67.164,14;210586
12/01/17;Porta a Porta;Ellipsis;751;R$ 22.501,05;39574
12/01/17;Telégrafo;Arena;134;R$ 7.767,52;19743
12/01/17;TeleVenda;Vast;2245;R$ 61.336,22;106813
12/01/17;Porta a Porta;Vast;984;R$ 25.998,21;47363
12/01/17;TeleVenda;Ellipsis;263;R$ 15.456,87;15914
12/01/17;TeleVenda;Vast;303;R$ 18.259,66;14797
12/01/17;TeleVenda;Arena;206;R$ 14.728,64;31734
12/01/17;Porta a Porta;Arena;1016;R$ 42.238,71;145128
12/01/17;Telégrafo;Ellipsis;56;R$ 2.889,15;2954
12/01/17;TeleVenda;Mindscape;156;R$ 8.585,24;17057
12/01/17;Porta a Porta;Mindscape;871;R$ 31.151,55;103371
12/01/17;Telégrafo;Mindscape;76;R$ 4.761,78;9292
13/01/17;TeleVenda;Arena;1977;R$ 75.457,01;288404
13/01/17;Telégrafo;Vast;60;R$ 2.533,37;2949
13/01/17;TeleVenda;Ellipsis;278;R$ 16.851,79;16042
13/01/17;TeleVenda;Mindscape;1621;R$ 62.873,75;194787
13/01/17;TeleVenda;Arena;202;R$ 13.562,92;30406
13/01/17;TeleVenda;Mindscape;159;R$ 9.232,93;17555
13/01/17;TeleVenda;Vast;2193;R$ 62.781,11;102219
13/01/17;TeleVenda;Ellipsis;1505;R$ 43.463,43;82836
13/01/17;Porta a Porta;Arena;999;R$ 41.136,42;138497
13/01/17;Porta a Porta;Ellipsis;674;R$ 21.169,41;35622
13/01/17;Telégrafo;Ellipsis;48;R$ 2.140,86;2882
13/01/17;Porta a Porta;Mindscape;869;R$ 30.068,03;100773
13/01/17;Telégrafo;Mindscape;66;R$ 4.702,25;8282
13/01/17;TeleVenda;Vast;296;R$ 17.626,07;14741
13/01/17;Porta a Porta;Vast;883;R$ 23.977,49;42880
13/01/17;Telégrafo;Arena;115;R$ 7.006,49;16303
14/01/17;Porta a Porta;Arena;794;R$ 33.707,46;112983
14/01/17;TeleVenda;Arena;171;R$ 12.556,52;25803
14/01/17;TeleVenda;Arena;1835;R$ 69.419,21;267814
14/01/17;Telégrafo;Vast;61;R$ 3.959,17;2715
14/01/17;TeleVenda;Mindscape;1606;R$ 61.906,20;190284
14/01/17;Porta a Porta;Vast;630;R$ 20.927,01;29675
14/01/17;TeleVenda;Vast;2046;R$ 56.543,88;95340
14/01/17;Telégrafo;Ellipsis;57;R$ 4.460,69;3025
14/01/17;Telégrafo;Mindscape;77;R$ 5.695,25;10704
14/01/17;Porta a Porta;Ellipsis;475;R$ 16.910,97;25352
14/01/17;TeleVenda;Ellipsis;1425;R$ 42.968,39;78256
14/01/17;Porta a Porta;Mindscape;635;R$ 25.242,01;72181
14/01/17;TeleVenda;Vast;280;R$ 18.941,20;13493
14/01/17;TeleVenda;Mindscape;155;R$ 10.305,99;17392
14/01/17;Telégrafo;Arena;112;R$ 7.396,40;16423
14/01/17;TeleVenda;Ellipsis;247;R$ 16.911,66;15065
15/01/17;TeleVenda;Ellipsis;190;R$ 12.208,55;11195
15/01/17;Porta a Porta;Ellipsis;369;R$ 13.851,89;19829
15/01/17;TeleVenda;Mindscape;122;R$ 7.253,36;13802
15/01/17;Telégrafo;Arena;91;R$ 4.523,63;12971
15/01/17;Telégrafo;Mindscape;48;R$ 3.506,58;5888
15/01/17;TeleVenda;Vast;1609;R$ 50.185,15;76953
15/01/17;TeleVenda;Arena;146;R$ 9.679,99;22291
15/01/17;Porta a Porta;Mindscape;487;R$ 20.980,74;57766
15/01/17;TeleVenda;Arena;1501;R$ 61.442,81;219381
15/01/17;Telégrafo;Vast;51;R$ 3.692,31;2463
15/01/17;TeleVenda;Ellipsis;1187;R$ 42.262,68;65804
15/01/17;Telégrafo;Ellipsis;43;R$ 2.556,76;2554
15/01/17;TeleVenda;Vast;188;R$ 11.206,49;8826
15/01/17;Porta a Porta;Vast;505;R$ 16.815,90;23984
15/01/17;TeleVenda;Mindscape;1281;R$ 56.802,91;155477
15/01/17;Porta a Porta;Arena;576;R$ 26.519,50;79144
16/01/17;TeleVenda;Vast;894;R$ 19.561,87;42902
16/01/17;Porta a Porta;Arena;534;R$ 23.098,75;75409
16/01/17;TeleVenda;Vast;132;R$ 7.423,55;6138
16/01/17;Telégrafo;Vast;58;R$ 2.621,33;2783
16/01/17;TeleVenda;Ellipsis;672;R$ 15.291,56;37317
16/01/17;Telégrafo;Mindscape;63;R$ 4.985,97;7821
16/01/17;TeleVenda;Mindscape;773;R$ 22.831,75;97086
16/01/17;TeleVenda;Ellipsis;110;R$ 7.275,90;6777
16/01/17;Porta a Porta;Vast;428;R$ 12.393,75;21518
16/01/17;Porta a Porta;Ellipsis;303;R$ 9.756,93;16384
16/01/17;Telégrafo;Arena;84;R$ 4.775,19;12513
16/01/17;Porta a Porta;Mindscape;437;R$ 16.787,49;54758
16/01/17;TeleVenda;Mindscape;92;R$ 5.528,99;10347
16/01/17;TeleVenda;Arena;97;R$ 6.332,78;14146
16/01/17;Telégrafo;Ellipsis;34;R$ 1.767,26;1894
16/01/17;TeleVenda;Arena;1040;R$ 34.956,09;153715
17/01/17;Telégrafo;Mindscape;48;R$ 4.759,83;6812
17/01/17;Porta a Porta;Mindscape;606;R$ 20.556,22;73374
17/01/17;TeleVenda;Mindscape;774;R$ 21.931,28;97348
17/01/17;TeleVenda;Ellipsis;718;R$ 16.164,09;39496
